taxonname,replicateid,count,time,latitude,longitude,region_name,island,site,reef_zone,depth_bin,sitevisitid,date_,obs_year,rep,depth,hard_coral,soft_coral,ma,cca,ta,sand,tunicate,zoanthid,corallimorph,clam,cyano,sponge,other,other_type,habitat_code,habitat_type,current_strength,visibility,max_height,urchin_dacor,boring_urchin_dacor,min_depth,max_depth,objectid,species,commonname,commonfamilyall,family,scientific_name,rank,trophic
Ctenochaetus strigosus,1845960305,18,2015-06-16T00:00:00Z,19.575632,-155.970582,Main Hawaiian Islands,Hawaii,HAW-1779,Forereef,Mid,7497,2015-06-16T00:00:00Z,2015,A,10,20,0,0,15,30,35,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,20,4,A,C,10,10.3,2024726,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960306,24,2015-06-16T00:00:00Z,19.491988,-155.949943,Main Hawaiian Islands,Hawaii,HAW-1799,Forereef,Mid,7498,2015-06-16T00:00:00Z,2015,A,6,30,0,0,40,25,5,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,18,1.4,D,O,6,6.5,2024763,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960307,2,2015-06-16T00:00:00Z,19.759449,-156.05256,Main Hawaiian Islands,Hawaii,HAW-2416,Forereef,Deep,7494,2015-06-16T00:00:00Z,2015,A,28,25,0,1,5,39,30,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,Slight,35,1.8,O,R,28,29,2024810,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960308,17,2015-06-16T00:00:00Z,19.482746,-155.948164,Main Hawaiian Islands,Hawaii,HAW-2185,Forereef,Deep,7500,2015-06-16T00:00:00Z,2015,A,18,20,0,0,0,70,10,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,18,1,O,R,16,22,2024845,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960309,25,2015-06-16T00:00:00Z,19.485654,-155.950035,Main Hawaiian Islands,Hawaii,HAW-2318,Forereef,Shallow,7499,2015-06-16T00:00:00Z,2015,A,4,10,0,0,25,60,5,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,22,4,R,R,4,4.6,2024886,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960310,0,2015-06-16T00:00:00Z,19.674787,-156.03246,Main Hawaiian Islands,Hawaii,HAW-2439,Forereef,Shallow,7496,2015-06-16T00:00:00Z,2015,A,3,25,1,2,8,64,0,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,19,1.6,C,A,4,4,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960311,32,2015-06-16T00:00:00Z,19.491988,-155.949943,Main Hawaiian Islands,Hawaii,HAW-1799,Forereef,Mid,7498,2015-06-16T00:00:00Z,2015,A,6,28,0,0,25,46,1,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,30,2.5,D,O,7,7,2024974,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960312,27,2015-06-16T00:00:00Z,19.612929,-155.98592,Main Hawaiian Islands,Hawaii,HAW-1978,Forereef,Mid,7491,2015-06-16T00:00:00Z,2015,A,15,60,0,0,5,20,15,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,20,1.5,O,R,15,16,2025016,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960313,20,2015-06-16T00:00:00Z,19.65136,-156.03107,Main Hawaiian Islands,Hawaii,HAW-1833,Forereef,Mid,7502,2015-06-16T00:00:00Z,2015,A,9,50,0,0,15,33,2,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,25,2,A,R,9,9.1,2025052,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960314,9,2015-06-16T00:00:00Z,19.482746,-155.948164,Main Hawaiian Islands,Hawaii,HAW-2185,Forereef,Deep,7500,2015-06-16T00:00:00Z,2015,A,19,14,0,1,15,68,2,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,Slight,30,0.6,R,R,15,23,2025114,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960315,62,2015-06-16T00:00:00Z,19.485654,-155.950035,Main Hawaiian Islands,Hawaii,HAW-2318,Forereef,Shallow,7499,2015-06-16T00:00:00Z,2015,A,4,10,0,0,20,70,0,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,25,3,C,C,3,5.5,2025156,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960316,46,2015-06-16T00:00:00Z,19.65136,-156.03107,Main Hawaiian Islands,Hawaii,HAW-1833,Forereef,Mid,7502,2015-06-16T00:00:00Z,2015,A,9,35,0,0,10,50,5,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,25,1.8,A,R,10,10,2025196,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960317,42,2015-06-16T00:00:00Z,19.747491,-156.055423,Main Hawaiian Islands,Hawaii,HAW-1961,Forereef,Shallow,7489,2015-06-16T00:00:00Z,2015,A,5,10,0,0,4,86,0,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,Slight,25,1.8,R,R,5,6.3,2025270,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960318,40,2015-06-16T00:00:00Z,19.582552,-155.968793,Main Hawaiian Islands,Hawaii,HAW-2306,Forereef,Shallow,7504,2015-06-16T00:00:00Z,2015,A,5,40,0,0,8,32,20,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,19,2.5,A,C,5,5.2,2025335,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960319,10,2015-06-16T00:00:00Z,19.694882,-156.048138,Main Hawaiian Islands,Hawaii,HAW-1874,Forereef,Mid,7490,2015-06-16T00:00:00Z,2015,A,16,18,0,0,5,72,5,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,25,1.9,C,R,15,17.5,2025355,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960320,3,2015-06-16T00:00:00Z,19.641143,-156.010026,Main Hawaiian Islands,Hawaii,HAW-1916,Forereef,Deep,7503,2015-06-16T00:00:00Z,2015,A,20,15,0,0,5,45,35,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,Slight,30,0.7,O,R,17,23,2025439,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960321,8,2015-06-16T00:00:00Z,19.582552,-155.968793,Main Hawaiian Islands,Hawaii,HAW-2306,Forereef,Shallow,7504,2015-06-16T00:00:00Z,2015,A,5,40,0,0,3,32,25,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,18,1.7,A,O,4,6.6,2025481,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960322,75,2015-06-16T00:00:00Z,19.612929,-155.98592,Main Hawaiian Islands,Hawaii,HAW-1978,Forereef,Mid,7491,2015-06-16T00:00:00Z,2015,A,15,40,0,0,5,45,10,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,20,1.1,D,R,14,17.8,2025523,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960323,28,2015-06-16T00:00:00Z,19.568667,-155.971391,Main Hawaiian Islands,Hawaii,HAW-1811,Forereef,Deep,7492,2015-06-16T00:00:00Z,2015,A,24,75,0,0,10,10,5,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,25,0.8,C,R,24,25.2,2025575,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960324,9,2015-06-16T00:00:00Z,19.5037,-155.952654,Main Hawaiian Islands,Hawaii,HAW-1901,Forereef,Mid,7506,2015-06-16T00:00:00Z,2015,A,7,30,0,0,5,63,2,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,29,0.4,A,C,7,7.3,2025633,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960325,45,2015-06-16T00:00:00Z,19.5037,-155.952654,Main Hawaiian Islands,Hawaii,HAW-1901,Forereef,Mid,7506,2015-06-16T00:00:00Z,2015,A,8,25,0,0,10,63,2,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,22,2.1,D,O,9,9,2025669,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960326,28,2015-06-16T00:00:00Z,19.568667,-155.971391,Main Hawaiian Islands,Hawaii,HAW-1811,Forereef,Deep,7492,2015-06-16T00:00:00Z,2015,A,24,65,0,0,4,29,2,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,20,0.7,A,R,23,24.3,2025728,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960327,2,2015-06-16T00:00:00Z,19.482254,-155.941357,Main Hawaiian Islands,Hawaii,HAW-2405,Forereef,Mid,7493,2015-06-16T00:00:00Z,2015,A,14,1,0,0,0,79,20,0,0,0,0,0,0,0,NA,RRB,Reef Rubble,None,20,0.5,R,R,13,14.2,2025755,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960328,22,2015-06-16T00:00:00Z,19.482254,-155.941357,Main Hawaiian Islands,Hawaii,HAW-2405,Forereef,Mid,7493,2015-06-16T00:00:00Z,2015,A,14,5,0,0,1,69,25,0,0,0,0,0,0,0,NA,RRB,Reef Rubble,None,20,0.6,C,R,12,16.1,2025766,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960329,20,2015-06-16T00:00:00Z,19.725837,-156.060932,Main Hawaiian Islands,Hawaii,HAW-2399,Forereef,Mid,7501,2015-06-16T00:00:00Z,2015,A,9,35,0,0,10,55,0,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,30,1,O,R,8,11.5,2025806,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960330,18,2015-06-16T00:00:00Z,19.641143,-156.010026,Main Hawaiian Islands,Hawaii,HAW-1916,Forereef,Deep,7503,2015-06-16T00:00:00Z,2015,A,19,22,0,1,15,46,15,0,0,0,0,0,0,1,NA,AGR,Aggregate Reef,Slight,18,1,A,R,18,22.3,2025869,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960331,16,2015-06-16T00:00:00Z,19.725837,-156.060932,Main Hawaiian Islands,Hawaii,HAW-2399,Forereef,Mid,7501,2015-06-16T00:00:00Z,2015,A,10,32,0,0,10,55,3,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,Slight,20,1.5,O,R,9,12.7,2025941,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960332,23,2015-06-16T00:00:00Z,19.509591,-155.957528,Main Hawaiian Islands,Hawaii,HAW-1843,Forereef,Deep,7505,2015-06-16T00:00:00Z,2015,A,22,30,0,0,15,55,0,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,30,0.7,O,R,22,25,2025997,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960333,18,2015-06-16T00:00:00Z,19.509591,-155.957528,Main Hawaiian Islands,Hawaii,HAW-1843,Forereef,Deep,7505,2015-06-16T00:00:00Z,2015,A,24,30,0,2,5,60,3,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,Slight,16,0.8,O,R,24,24.1,2026046,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960334,1,2015-06-17T00:00:00Z,19.87712,-155.10798,Main Hawaiian Islands,Hawaii,HAW-2280,Forereef,Mid,7516,2015-06-17T00:00:00Z,2015,A,12,4,0,1,0,85,10,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,20,2,R,R,12,12.7,2026138,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960335,2,2015-06-17T00:00:00Z,19.986153,-155.232387,Main Hawaiian Islands,Hawaii,HAW-2220,Forereef,Shallow,7514,2015-06-17T00:00:00Z,2015,A,5,2,0,0,6,90,1,0,1,0,0,0,0,0,NA,ROB,Rock/Boulder,None,14,2.5,R,R,4,6.3,2026143,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960336,0,2015-06-17T00:00:00Z,19.886182,-155.118784,Main Hawaiian Islands,Hawaii,HAW-2366,Forereef,Shallow,7517,2015-06-17T00:00:00Z,2015,A,3,2,0,0,1,94,3,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,10,0.9,R,R,3,4.2,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960337,0,2015-06-17T00:00:00Z,19.962845,-155.197626,Main Hawaiian Islands,Hawaii,HAW-1994,Forereef,Mid,7519,2015-06-17T00:00:00Z,2015,A,15,10,0,1,1,78,10,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,22,2.5,R,R,14,16.7,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960338,0,2015-06-17T00:00:00Z,19.947887,-155.175665,Main Hawaiian Islands,Hawaii,HAW-2259,Forereef,Mid,7512,2015-06-17T00:00:00Z,2015,A,17,5,0,1,1,78,15,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,Slight,16,1.9,R,R,16,18.1,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960339,0,2015-06-17T00:00:00Z,19.876783,-155.105778,Main Hawaiian Islands,Hawaii,HAW-2348,Forereef,Deep,7510,2015-06-17T00:00:00Z,2015,A,22,3,0,2,1,90,4,0,0,0,0,0,0,0,NA,PAV,Pavement,Slight,14,1.5,R,R,22,24.1,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960341,0,2015-06-17T00:00:00Z,19.805951,-155.085951,Main Hawaiian Islands,Hawaii,HAW-1927,Forereef,Deep,7515,2015-06-17T00:00:00Z,2015,A,23,1,0,0,0,69,30,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,Slight,15,2.5,R,R,23,24.8,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960342,0,2015-06-17T00:00:00Z,19.886182,-155.118784,Main Hawaiian Islands,Hawaii,HAW-2366,Forereef,Shallow,7517,2015-06-17T00:00:00Z,2015,A,4,3,0,0,1,96,0,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,8,3,R,R,4,4,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960343,2,2015-06-17T00:00:00Z,19.81587,-155.088344,Main Hawaiian Islands,Hawaii,HAW-2202,Forereef,Shallow,7520,2015-06-17T00:00:00Z,2015,A,5,3,0,0,2,95,0,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,12,1.5,R,R,4,5.2,2026376,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960344,0,2015-06-17T00:00:00Z,19.805951,-155.085951,Main Hawaiian Islands,Hawaii,HAW-1927,Forereef,Deep,7515,2015-06-17T00:00:00Z,2015,A,26,3,0,0,1,66,30,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,30,7.5,R,R,25,27.3,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960345,2,2015-06-17T00:00:00Z,19.919755,-155.140342,Main Hawaiian Islands,Hawaii,HAW-1957,Forereef,Deep,7522,2015-06-17T00:00:00Z,2015,A,24,3,0,1,0,76,20,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,25,2.4,R,R,23,25.3,2026422,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960346,0,2015-06-17T00:00:00Z,19.932981,-155.155435,Main Hawaiian Islands,Hawaii,HAW-2110,Forereef,Deep,7518,2015-06-17T00:00:00Z,2015,A,30,3,0,0,1,56,40,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,Slight,30,5,R,R,28,28.3,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960347,2,2015-06-17T00:00:00Z,19.81587,-155.088344,Main Hawaiian Islands,Hawaii,HAW-2202,Forereef,Shallow,7520,2015-06-17T00:00:00Z,2015,A,6,3,0,0,1,92,4,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,10,2.2,R,R,6,6,2026506,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960348,0,2015-06-17T00:00:00Z,19.919755,-155.140342,Main Hawaiian Islands,Hawaii,HAW-1957,Forereef,Deep,7522,2015-06-17T00:00:00Z,2015,A,23,1,0,0,1,93,5,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,30,2,R,R,23,24.5,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960350,0,2015-06-17T00:00:00Z,20.020272,-155.282715,Main Hawaiian Islands,Hawaii,HAW-1807,Forereef,Mid,7524,2015-06-17T00:00:00Z,2015,A,14,20,0,0,1,69,10,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,22,3.6,R,R,13,15,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960351,0,2015-06-17T00:00:00Z,19.87712,-155.10798,Main Hawaiian Islands,Hawaii,HAW-2280,Forereef,Mid,7516,2015-06-17T00:00:00Z,2015,A,12,5,0,5,0,75,15,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,20,1.2,R,R,12,12.1,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960352,0,2015-06-17T00:00:00Z,20.020272,-155.282715,Main Hawaiian Islands,Hawaii,HAW-1807,Forereef,Mid,7524,2015-06-17T00:00:00Z,2015,A,13,5,0,0,2,91,2,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,20,2.5,R,R,14,15.2,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960353,0,2015-06-17T00:00:00Z,19.932981,-155.155435,Main Hawaiian Islands,Hawaii,HAW-2110,Forereef,Deep,7518,2015-06-17T00:00:00Z,2015,A,22,5,0,0,0,75,20,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,25,2,R,R,21,24.2,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960354,0,2015-06-17T00:00:00Z,19.838023,-155.081647,Main Hawaiian Islands,Hawaii,HAW-1999,Forereef,Mid,7509,2015-06-17T00:00:00Z,2015,A,16,2,0,1,0,77,20,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,Slight,13,3,R,R,16,16,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960355,0,2015-06-17T00:00:00Z,19.876783,-155.105778,Main Hawaiian Islands,Hawaii,HAW-2348,Forereef,Deep,7510,2015-06-17T00:00:00Z,2015,A,23,15,0,0,0,55,30,0,0,0,0,0,0,0,NA,PAV,Pavement,Slight,20,1.4,R,R,24,24.4,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960356,0,2015-06-17T00:00:00Z,19.947887,-155.175665,Main Hawaiian Islands,Hawaii,HAW-2259,Forereef,Mid,7512,2015-06-17T00:00:00Z,2015,A,17,15,0,0,0,65,20,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,12,1.6,R,R,16,18.4,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960357,0,2015-06-17T00:00:00Z,19.912636,-155.134927,Main Hawaiian Islands,Hawaii,HAW-1825,Forereef,Mid,7511,2015-06-17T00:00:00Z,2015,A,14,5,0,4,1,85,5,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,20,2.2,R,R,15,15.6,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960358,3,2015-06-17T00:00:00Z,19.986153,-155.232387,Main Hawaiian Islands,Hawaii,HAW-2220,Forereef,Shallow,7514,2015-06-17T00:00:00Z,2015,A,6,3,0,0,20,67,5,0,5,0,0,0,0,0,NA,ROB,Rock/Boulder,None,15,2.5,R,R,6,6,2026849,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960359,0,2015-06-17T00:00:00Z,19.853562,-155.085626,Main Hawaiian Islands,Hawaii,HAW-2165,Forereef,Mid,7521,2015-06-17T00:00:00Z,2015,A,9,1,0,7,0,72,20,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,8,1.2,R,R,9,10,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960360,0,2015-06-17T00:00:00Z,19.974095,-155.208315,Main Hawaiian Islands,Hawaii,HAW-2146,Forereef,Deep,7513,2015-06-17T00:00:00Z,2015,A,23,3,0,1,1,65,30,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,Slight,20,3.2,R,R,24,24.4,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960361,6,2015-06-17T00:00:00Z,19.955028,-155.18553,Main Hawaiian Islands,Hawaii,HAW-2075,Forereef,Mid,7523,2015-06-17T00:00:00Z,2015,A,14,5,0,0,5,40,50,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,20,4.5,R,R,15,15.9,2026951,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960362,0,2015-06-17T00:00:00Z,19.853562,-155.085626,Main Hawaiian Islands,Hawaii,HAW-2165,Forereef,Mid,7521,2015-06-17T00:00:00Z,2015,A,9,1,0,4,0,75,20,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,Slight,12,3.2,R,R,9,10,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960363,1,2015-06-17T00:00:00Z,19.955028,-155.18553,Main Hawaiian Islands,Hawaii,HAW-2075,Forereef,Mid,7523,2015-06-17T00:00:00Z,2015,A,15,5,0,0,0,75,20,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,20,3,R,R,15,15.9,2027028,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960364,1,2015-06-17T00:00:00Z,19.912636,-155.134927,Main Hawaiian Islands,Hawaii,HAW-1825,Forereef,Mid,7511,2015-06-17T00:00:00Z,2015,A,14,5,0,5,0,60,30,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,16,2.2,R,R,14,14.5,2027081,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960365,0,2015-06-17T00:00:00Z,19.838023,-155.081647,Main Hawaiian Islands,Hawaii,HAW-1999,Forereef,Mid,7509,2015-06-17T00:00:00Z,2015,A,14,1,0,5,0,90,4,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,18,1,R,R,14,14,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960366,0,2015-06-17T00:00:00Z,19.974095,-155.208315,Main Hawaiian Islands,Hawaii,HAW-2146,Forereef,Deep,7513,2015-06-17T00:00:00Z,2015,A,22,5,0,0,0,35,60,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,30,2.5,R,R,22,22,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960367,0,2015-06-17T00:00:00Z,19.962845,-155.197626,Main Hawaiian Islands,Hawaii,HAW-1994,Forereef,Mid,7519,2015-06-17T00:00:00Z,2015,A,14,30,0,0,0,60,10,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,20,1.8,R,R,14,14.5,NA,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,NA,H
Ctenochaetus strigosus,1845960368,8,2015-06-18T00:00:00Z,19.218277,-155.901028,Main Hawaiian Islands,Hawaii,HAW-2449,Forereef,Shallow,7533,2015-06-18T00:00:00Z,2015,A,4,2,0,0,5,85,8,0,0,0,0,0,0,0,NA,ROB,Rock/Boulder,None,20,1,O,C,3,4.5,2027231,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
Ctenochaetus strigosus,1845960369,1,2015-06-18T00:00:00Z,19.343836,-155.886842,Main Hawaiian Islands,Hawaii,HAW-1798,Forereef,Mid,7531,2015-06-18T00:00:00Z,2015,A,9,7,0,0,2,84,7,0,0,0,0,0,0,0,NA,AGR,Aggregate Reef,None,20,1.6,O,R,8,9,2027300,CTST,Spotted surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus strigosus,Species,H
